Admission grade,Previous qualification (grade),Previous qualification,Mother's qualification,Father's qualification,Displaced,Marital status,Nacionality,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date
136.3,131.0,1,37,19,1,1,1,5,3,13.0,0
149.0,143.0,1,1,3,1,1,1,6,6,11.428571428571429,1
154.4,154.4,1,19,38,1,1,22,6,5,12.0,0
110.0,130.0,1,37,37,1,2,1,6,6,11.0,1
140.0,140.0,1,37,37,0,1,1,5,0,0.0,0
135.4,121.0,1,1,19,1,1,1,6,6,13.333333333333334,1
171.2,168.0,1,19,19,0,1,1,5,5,17.333333333333332,1
118.4,125.0,1,38,1,1,1,1,6,6,13.5,1
99.3,100.0,1,38,1,1,1,1,6,5,12.4,1
116.5,128.0,1,37,37,1,1,1,5,4,11.6,1
127.1,133.0,1,19,1,1,1,1,6,6,15.0,1
117.2,113.0,1,1,37,1,1,1,6,5,11.2,1
122.3,137.0,1,38,37,0,1,1,6,6,13.571428571428571,1
133.2,140.0,1,38,38,1,1,1,7,7,14.175,1
150.0,120.0,1,37,37,0,2,1,7,6,10.25,0
155.1,146.0,1,3,3,1,1,1,0,0,0.0,1
133.4,130.0,39,1,19,0,1,1,6,6,11.5,1
123.2,133.0,1,38,38,0,1,1,7,7,13.285714285714286,1
116.7,123.0,1,1,1,1,1,1,6,4,13.2,1
166.0,168.0,1,38,1,1,1,1,8,8,14.88875,1
121.6,117.0,1,1,19,1,1,1,12,12,12.916666666666666,1
110.0,133.1,19,1,19,0,1,101,0,0,0.0,1
117.6,124.0,1,19,38,1,1,1,6,6,10.666666666666666,1
160.0,160.0,3,19,38,0,5,1,5,3,14.666666666666666,0
127.0,150.0,1,37,38,0,1,1,5,5,15.8,1
133.5,138.0,1,19,38,0,1,1,6,6,15.0,1
130.0,130.0,39,19,37,1,1,1,6,6,12.571428571428571,1
126.6,135.0,1,2,1,0,1,1,7,7,12.901428571428571,1
132.6,142.0,1,12,12,1,1,1,6,5,15.4,1
150.0,150.0,3,37,37,0,2,1,6,5,12.5,1
129.0,143.0,1,3,3,0,1,1,8,7,13.105714285714283,1
136.1,128.0,1,1,1,1,1,1,6,6,12.666666666666666,0
122.6,131.0,1,1,39,1,1,1,6,6,13.0,1
122.7,130.0,1,1,38,1,1,1,6,4,11.75,1
121.3,137.0,1,1,3,1,1,1,7,6,12.6,1
128.0,133.1,1,38,19,1,1,1,7,0,0.0,0
130.0,130.0,40,1,1,0,1,1,13,13,13.76923076923077,1
119.1,132.0,1,34,34,1,1,1,6,4,11.0,1
138.4,133.1,12,37,1,0,2,1,5,3,11.666666666666666,1
120.0,110.0,1,37,37,1,2,1,5,3,11.333333333333334,1
121.9,131.0,1,19,37,1,1,1,6,6,12.666666666666666,1
101.5,133.1,19,19,19,0,1,1,6,0,0.0,0
140.0,140.0,1,19,19,0,1,26,6,6,12.333333333333334,1
135.5,156.0,1,1,1,0,2,1,8,7,13.9,1
140.0,140.0,3,1,1,0,1,1,7,6,14.35,1
130.0,133.1,19,37,37,0,4,1,6,1,14.0,1
110.0,127.0,1,1,1,0,1,1,6,3,11.666666666666666,0
107.5,126.6,1,38,38,0,2,1,6,6,13.333333333333334,1
134.4,147.0,1,37,19,1,1,1,0,0,0.0,1
120.0,133.1,1,1,19,0,2,1,6,2,14.5,0
152.3,161.0,1,1,19,0,1,1,6,6,15.571428571428571,1
160.0,160.0,39,3,38,0,1,1,6,2,16.0,0
143.8,130.0,1,37,37,0,1,1,8,7,15.57,1
129.4,142.0,1,37,38,0,1,1,5,5,13.2,1
140.0,140.0,39,19,38,1,1,1,6,6,12.857142857142858,1
104.0,133.1,19,19,37,0,1,1,5,1,12.0,1
113.9,124.0,1,1,19,1,1,1,0,0,0.0,1
115.6,124.0,1,19,19,1,1,1,5,3,12.0,0
136.0,149.0,1,37,37,0,1,1,7,6,12.916666666666666,1
122.0,136.0,1,1,19,0,1,1,6,6,12.666666666666666,1
108.7,115.0,1,3,37,1,1,1,6,3,12.666666666666666,1
100.0,100.0,1,38,38,0,1,1,6,6,12.5,1
127.3,141.0,1,37,1,1,1,1,7,6,13.8,1
105.0,133.1,1,19,1,1,1,41,6,6,14.0,0
143.0,133.1,1,39,19,1,4,1,6,5,14.166666666666666,1
140.0,140.0,39,4,4,1,1,1,5,2,11.5,1
145.0,139.0,1,38,38,1,1,1,6,6,13.333333333333334,1
130.0,140.0,1,36,14,1,2,1,5,4,10.75,1
113.6,116.0,1,1,1,1,1,1,5,3,14.0,1
117.0,133.1,1,41,1,1,1,1,6,6,12.666666666666666,1
133.2,133.1,1,37,37,0,2,1,5,2,11.5,0
100.0,133.1,14,34,34,0,2,1,7,3,12.0,0
114.3,110.0,1,37,37,0,2,1,7,0,0.0,1
140.0,140.0,39,38,38,0,1,1,6,6,12.0,1
128.5,140.0,1,37,37,0,2,1,6,5,12.4,1
140.7,141.0,1,2,1,1,1,1,5,5,12.6,1
128.4,134.0,1,38,19,1,1,1,5,5,12.5,1
118.0,133.1,1,1,37,1,1,1,6,0,0.0,1
118.7,126.0,1,19,38,1,1,1,6,6,14.166666666666666,1
121.7,122.0,1,19,19,1,1,1,6,0,0.0,0
112.0,160.0,1,1,38,0,1,1,5,0,0.0,0
165.7,159.0,1,3,3,1,1,1,0,0,0.0,1
142.7,133.1,19,38,19,0,1,1,5,5,14.714285714285714,1
100.8,133.1,1,1,1,0,1,1,7,0,0.0,1
126.2,130.0,1,1,1,1,1,1,6,6,11.666666666666666,1
110.5,140.0,1,19,19,0,2,1,7,0,0.0,1
131.4,120.0,1,38,37,1,1,1,18,18,11.894736842105264,1
126.0,160.0,1,37,37,0,4,1,9,8,12.88888888888889,1
125.1,123.0,1,1,1,1,1,1,6,6,14.333333333333334,1
135.0,133.1,12,34,34,0,2,1,6,0,0.0,1
121.5,127.0,1,2,19,0,1,1,7,6,13.483333333333334,1
122.2,130.0,1,3,1,0,1,1,10,10,13.0,1
136.3,145.0,1,19,38,1,1,1,8,7,13.971428571428572,1
149.9,131.0,1,1,1,1,1,1,0,0,0.0,1
133.5,135.0,1,1,19,1,1,1,8,8,13.3425,1
132.0,145.0,1,37,37,1,1,1,5,4,12.5,1
116.5,128.0,1,1,1,0,1,1,5,2,10.0,1
124.0,130.0,39,19,37,1,1,1,12,12,13.333333333333334,1
126.0,134.0,1,19,37,1,1,1,0,0,0.0,1
114.9,125.0,1,1,38,1,1,1,6,6,13.375,1
135.8,133.0,1,1,3,1,1,1,6,6,15.0,1
120.0,133.1,1,19,37,0,1,1,6,2,10.5,0
121.8,126.0,1,12,37,1,1,1,7,6,13.731666666666667,1
110.0,114.0,12,34,34,0,1,1,6,6,11.666666666666666,1
140.2,144.0,1,3,3,1,1,1,6,0,0.0,1
120.4,134.0,1,19,19,1,1,1,6,6,14.7,1
132.9,120.0,1,19,37,0,2,1,5,4,10.75,1
160.0,160.0,39,1,38,1,1,1,6,6,13.444444444444445,1
150.3,150.0,42,1,19,1,1,1,11,9,14.22222222222222,1
130.0,158.0,1,19,37,1,1,1,5,4,11.25,1
100.0,140.0,1,1,1,0,1,1,5,5,13.8,1
130.2,133.0,1,19,37,1,1,1,6,0,0.0,1
127.3,140.0,1,37,37,0,2,1,8,7,13.075714285714286,1
147.8,153.0,1,1,19,0,1,1,5,5,13.2,1
115.0,133.1,1,38,38,0,1,1,12,12,14.538461538461538,1
120.0,133.1,19,34,34,0,2,1,6,0,0.0,0
103.5,107.0,1,19,11,1,1,1,6,5,13.4,1
121.6,130.0,1,19,19,0,1,1,6,6,14.714285714285714,1
150.0,150.0,39,3,19,1,1,1,6,6,13.0,1
114.3,122.0,1,1,38,1,1,1,6,6,13.875,1
141.5,145.0,1,19,37,1,1,1,8,8,13.05875,1
132.3,156.0,1,19,37,1,1,1,7,6,13.266666666666666,1
133.5,134.0,1,38,1,1,1,1,7,7,11.9725,1
110.4,117.0,1,38,19,1,1,1,6,6,12.166666666666666,0
132.1,123.0,1,1,37,0,1,1,6,5,11.0,1
123.9,127.0,1,19,37,1,1,1,7,7,12.855555555555554,1
146.2,130.0,3,37,37,0,1,1,14,11,11.272727272727272,1
123.0,133.1,1,37,38,1,4,1,5,1,10.0,1
151.4,144.0,1,19,19,0,2,1,5,5,12.0,1
106.0,110.0,12,37,37,1,2,1,0,0,0.0,1
101.0,140.0,1,37,37,0,2,1,6,6,12.5,1
124.2,127.0,1,1,1,1,1,1,0,0,0.0,0
130.8,144.0,1,1,19,1,1,1,8,7,14.214285714285714,1
101.7,102.0,1,37,38,1,1,1,5,5,11.8,1
143.6,146.0,1,34,34,1,1,1,6,6,12.5,1
170.0,133.1,19,38,38,0,2,1,7,6,12.783333333333331,1
127.4,133.0,1,1,37,1,1,1,6,6,12.25,1
116.9,120.0,1,3,2,0,1,1,7,7,12.375,1
102.0,133.1,1,1,1,1,1,1,6,6,13.666666666666666,1
138.1,129.0,1,38,37,0,1,1,6,6,12.0,1
110.0,140.0,1,3,3,0,1,1,6,6,15.125,1
127.0,146.0,1,19,3,0,1,1,8,7,13.614285714285714,1
132.1,145.0,1,19,38,1,1,1,5,1,10.0,1
124.1,123.0,1,3,1,1,1,1,6,2,14.5,1
106.7,113.0,1,1,1,1,1,1,6,2,11.666666666666666,1
144.6,146.0,1,5,1,0,1,1,5,5,13.0,1
120.0,143.0,1,1,1,1,1,1,10,10,13.0,1
136.6,145.0,1,19,19,0,1,1,7,6,13.766666666666666,1
112.9,133.1,1,1,1,0,1,1,6,2,11.666666666666666,1
120.8,126.0,1,38,19,1,1,1,6,6,12.285714285714286,1
131.4,137.0,1,1,37,1,1,1,5,2,10.0,1
98.0,133.1,1,4,19,0,1,1,6,0,0.0,1
125.0,141.0,1,1,38,1,1,1,8,8,12.32,1
124.3,140.0,1,38,37,1,1,1,7,7,13.3125,1
159.3,160.0,1,38,37,0,1,1,5,5,14.4,1
117.0,133.1,1,19,19,0,1,1,6,0,0.0,1
130.0,130.0,3,19,37,0,1,1,5,2,11.5,0
121.8,135.0,1,3,1,0,1,1,11,11,13.181818181818182,1
148.0,140.0,40,19,37,0,1,1,11,11,13.727272727272728,1
103.5,107.0,1,38,38,1,1,1,6,6,12.0,1
143.0,150.0,1,37,37,0,2,1,9,9,15.88888888888889,1
139.3,147.0,1,19,1,1,1,1,5,0,0.0,1
125.1,130.0,1,38,19,1,1,1,7,7,13.37,1
141.7,148.0,1,19,19,0,1,1,6,5,13.4,1
130.0,130.0,3,1,19,0,1,1,6,0,0.0,1
147.5,138.0,1,1,3,1,1,1,12,12,13.666666666666666,1
130.0,130.0,1,37,1,0,1,1,14,8,12.5,1
103.0,133.1,19,19,1,0,4,1,6,0,0.0,0
145.0,145.0,1,1,1,0,1,1,7,6,13.861666666666666,1
95.0,95.0,1,37,37,0,1,1,6,4,13.25,0
140.0,140.0,1,3,3,0,1,1,17,14,12.5625,1
126.1,124.0,1,19,19,1,1,1,5,4,13.0,1
119.4,132.0,1,1,1,1,1,1,6,6,13.833333333333334,1
126.9,137.0,1,19,19,0,1,1,6,6,13.857142857142858,1
128.7,135.0,1,19,1,1,1,1,5,2,10.5,1
110.0,133.1,9,37,37,0,1,1,5,0,0.0,1
126.3,136.0,1,37,37,1,1,1,7,6,11.6,1
140.0,140.0,39,37,37,0,1,1,6,3,11.5,1
130.8,144.0,1,1,1,1,1,1,8,7,12.771428571428572,1
128.6,137.0,1,3,1,0,1,1,6,6,13.166666666666666,1
129.2,135.0,1,19,38,0,1,1,7,7,14.145714285714286,1
140.0,133.1,19,38,19,0,4,1,7,5,12.74,1
110.0,117.0,1,19,1,1,1,1,6,0,0.0,0
152.0,160.0,1,19,38,0,1,1,6,6,13.857142857142858,1
135.9,114.0,1,19,38,0,1,1,14,14,14.0,1
128.3,130.0,1,34,38,1,1,1,6,3,12.0,0
143.3,148.0,1,1,37,0,1,1,7,7,13.44285714285714,1
137.8,152.0,1,41,19,0,1,1,7,7,13.694285714285714,1
127.0,142.0,1,19,19,1,1,1,5,5,12.0,1
113.7,120.0,1,37,38,0,1,1,6,5,11.0,1
142.8,140.0,1,37,37,0,4,1,5,5,16.4,1
140.0,140.0,3,37,37,1,1,1,14,13,13.071428571428571,1
129.2,140.0,1,19,38,1,1,1,5,0,0.0,1
114.2,124.0,1,37,38,0,1,1,6,4,11.0,1
118.3,120.0,1,1,38,0,1,1,11,11,12.0,1
130.0,100.0,1,37,19,0,1,1,5,4,10.25,1
100.0,141.0,1,4,19,0,1,1,7,7,11.828571428571427,1
116.7,123.0,1,19,38,1,1,1,7,7,12.485714285714286,1
113.9,124.0,1,19,19,1,1,1,6,6,12.666666666666666,1
103.4,122.0,1,9,19,0,1,1,5,5,14.4,1
112.3,113.0,1,4,1,0,1,1,6,6,12.375,1
113.0,133.1,1,37,37,0,4,1,6,2,10.333333333333334,1
120.8,139.0,1,3,19,0,1,1,6,0,0.0,1
125.4,131.0,1,38,38,1,1,1,6,6,15.692307692307692,1
140.0,140.0,1,19,19,1,1,1,5,5,14.2,1
140.0,133.1,1,37,37,0,2,1,5,4,12.5,0
119.7,133.0,1,37,37,0,1,1,6,6,11.333333333333334,1
154.0,154.0,1,38,37,1,1,1,14,12,12.333333333333334,1
100.6,102.0,1,1,19,1,1,1,7,6,12.766666666666666,1
142.8,140.0,42,1,3,1,1,1,12,11,13.384615384615383,0
138.0,132.0,1,1,19,1,1,1,0,0,0.0,0
104.1,103.0,1,19,37,0,1,1,6,0,0.0,1
140.0,150.0,1,37,37,0,2,1,18,18,14.11111111111111,1
129.5,134.0,1,19,38,0,1,1,5,5,11.6,1
142.0,150.0,1,38,19,1,1,1,6,6,12.333333333333334,1
122.2,118.0,1,1,38,1,1,1,6,6,15.428571428571429,1
108.7,115.0,1,9,1,1,1,1,0,0,0.0,0
144.3,140.0,1,1,1,1,1,1,7,7,13.0,1
113.5,117.0,1,19,38,1,1,1,7,6,12.166666666666666,1
125.6,128.0,1,19,38,1,1,1,6,0,0.0,1
111.9,108.0,1,19,1,0,1,1,6,0,0.0,1
132.3,151.0,1,1,1,0,1,1,8,7,12.828571428571427,1
120.4,134.0,1,1,1,1,1,1,6,6,12.333333333333334,1
155.1,168.0,1,38,37,1,1,1,0,0,0.0,0
123.5,128.0,1,37,37,1,1,1,6,6,13.166666666666666,1
160.0,160.0,39,3,3,1,1,1,6,6,14.0,1
121.4,127.0,1,1,1,1,1,1,7,7,11.571428571428571,1
111.7,112.0,1,1,1,0,1,1,6,6,12.5,0
130.0,138.0,1,3,3,1,1,1,7,7,14.85,1
125.6,141.0,1,38,19,1,1,1,6,6,12.666666666666666,1
180.4,160.0,4,3,3,0,1,1,12,6,12.166666666666666,1
130.0,130.0,3,19,38,0,2,1,14,13,12.846153846153848,1
176.0,169.0,1,19,37,1,1,1,0,0,0.0,1
107.0,120.0,1,37,19,0,1,1,5,0,0.0,0
123.2,133.0,1,3,1,1,1,1,5,5,13.6,1
126.3,133.1,1,37,37,0,1,1,5,0,0.0,1
139.5,150.0,1,3,37,0,1,1,6,6,14.833333333333334,1
127.1,126.0,1,38,37,1,1,1,6,3,12.666666666666666,1
116.3,117.0,1,19,19,1,1,1,6,4,12.6,1
118.2,122.0,1,37,38,1,1,1,6,0,0.0,1
115.4,121.0,1,3,19,1,1,1,6,6,13.714285714285714,1
135.5,140.0,1,37,37,0,1,1,7,0,0.0,1
116.9,126.0,1,1,19,0,1,1,6,6,13.571428571428571,1
115.5,133.1,10,37,34,0,2,1,6,3,12.666666666666666,1
128.2,120.0,6,35,35,1,1,1,6,4,11.25,1
116.0,123.0,1,3,1,1,1,1,5,0,0.0,0
161.0,168.0,1,1,1,1,1,1,7,7,16.142857142857142,1
160.0,160.0,39,1,1,1,1,1,6,6,14.0,0
118.8,131.0,1,1,1,0,1,1,5,4,11.5,1
161.5,130.0,1,1,19,0,1,1,6,6,15.285714285714286,1
120.0,100.0,1,1,3,0,1,1,7,4,12.0,0
140.0,130.0,1,38,1,1,1,1,8,7,14.985714285714286,1
97.0,140.0,1,34,34,1,1,1,5,0,0.0,1
131.0,133.1,19,19,19,0,2,1,4,0,0.0,0
123.6,125.0,1,19,1,1,1,1,6,4,11.0,1
151.9,147.0,1,19,19,1,1,1,17,17,12.0,1
117.0,133.1,1,38,38,1,1,1,0,0,0.0,1
170.0,170.0,3,19,19,0,2,1,5,0,0.0,1
135.6,130.0,1,1,38,1,1,1,0,0,0.0,1
117.0,125.0,1,19,19,0,1,1,6,6,13.428571428571429,1
150.0,150.0,39,38,37,1,1,1,7,3,13.0,1
137.3,160.0,1,2,1,1,1,1,6,5,13.4,1
120.8,125.0,1,1,1,1,1,1,6,6,14.5,1
140.0,140.0,39,19,38,1,1,1,6,6,14.5,1
161.9,100.0,1,37,37,0,2,1,5,0,0.0,1
120.0,133.1,19,37,37,0,1,1,6,0,0.0,0
131.4,130.0,1,1,4,0,1,1,6,6,14.166666666666666,1
150.0,133.1,19,19,19,0,2,1,5,2,11.0,0
122.0,136.0,1,19,19,0,1,1,5,2,12.5,0
112.0,150.0,1,37,37,0,2,1,6,0,0.0,1
141.7,148.0,1,1,19,0,1,1,6,6,13.833333333333334,1
123.0,137.0,1,1,1,0,1,1,6,4,10.8,1
129.2,133.0,1,1,4,1,1,1,0,0,0.0,0
137.8,150.0,1,1,19,1,1,1,5,5,13.2,1
114.3,123.0,1,38,38,0,1,1,6,0,0.0,1
160.0,100.0,1,37,37,0,1,1,5,0,0.0,0
119.0,133.1,1,19,19,1,1,1,5,3,10.666666666666666,0
134.3,100.0,1,19,37,1,1,1,17,17,13.394736842105264,1
126.0,134.0,1,1,19,1,1,1,6,6,12.666666666666666,1
110.2,110.0,1,37,37,0,1,1,6,6,14.5,1
119.1,119.1,6,1,19,0,1,1,7,6,12.733333333333334,1
119.9,130.0,1,37,37,1,1,1,5,0,0.0,0
123.5,128.0,1,19,19,1,1,1,6,4,12.5,0
131.6,133.0,1,4,1,0,1,1,6,6,13.833333333333334,1
144.2,148.0,1,3,38,1,1,1,6,6,15.166666666666666,1
114.4,123.0,1,1,1,0,1,1,5,0,0.0,1
112.3,113.0,1,38,38,0,1,1,7,7,12.142857142857142,1
140.0,110.0,1,37,37,0,2,1,6,2,10.0,0
160.0,130.0,1,37,37,0,2,1,6,2,12.0,1
108.7,110.0,1,37,1,1,2,1,6,6,13.0,1
126.4,133.0,1,38,37,1,1,1,7,7,13.462857142857144,1
118.6,120.0,39,2,1,0,1,1,11,10,12.4,1
132.1,144.0,1,1,19,1,1,1,5,3,12.666666666666666,1
140.0,140.0,2,38,37,0,1,1,8,4,11.325,1
120.9,133.1,19,37,38,1,2,1,7,4,12.0,1
125.2,140.0,1,37,37,0,1,1,21,21,12.333333333333334,1
141.1,140.0,1,1,19,1,1,1,6,6,12.833333333333334,1
125.0,160.0,4,3,3,0,1,1,5,5,12.6,1
96.1,133.1,1,19,37,0,1,1,7,2,15.0,1
133.4,146.0,1,3,3,1,1,1,7,7,12.5,1
160.0,160.0,39,37,37,0,2,1,5,3,14.0,1
136.0,133.1,1,1,1,0,1,1,5,1,12.0,1
122.5,120.0,1,19,38,0,1,1,11,11,11.727272727272728,0
125.2,135.0,1,37,19,1,1,1,6,6,14.333333333333334,1
120.0,133.1,9,1,1,1,2,1,5,0,0.0,0
130.2,140.0,1,37,37,0,2,1,5,4,12.333333333333334,1
137.1,135.0,1,3,3,1,1,1,6,6,12.0,1
120.0,133.1,19,38,38,0,2,1,5,0,0.0,1
130.0,110.0,1,37,37,0,2,1,4,0,0.0,0
129.0,160.0,1,38,37,0,1,1,5,0,0.0,1
125.9,121.0,1,19,19,1,1,1,6,0,0.0,1
130.8,122.0,1,37,37,1,1,1,6,4,11.25,1
146.4,140.0,1,3,3,0,1,1,5,5,12.6,1
128.0,135.0,1,19,37,1,1,1,6,6,14.0,1
150.0,150.0,39,19,19,1,1,1,6,5,14.428571428571429,1
106.5,110.0,3,12,3,1,1,1,6,0,0.0,0
150.0,110.0,1,37,37,0,1,1,5,1,10.0,0
157.0,158.0,1,1,38,1,1,1,6,6,12.666666666666666,1
132.0,133.0,1,4,1,1,1,1,6,6,13.0,1
121.5,133.0,1,1,1,1,1,1,6,6,13.0,1
155.5,133.1,19,19,37,1,1,1,5,5,10.6,0
131.7,145.0,1,1,38,1,1,1,6,6,12.166666666666666,1
130.0,130.0,3,38,38,0,1,1,5,3,12.0,1
116.4,122.0,1,19,19,1,1,1,5,5,11.6,1
130.0,130.0,3,19,1,0,4,1,5,0,0.0,1
119.3,121.0,1,19,19,1,1,1,6,6,12.666666666666666,1
140.7,147.0,1,1,37,1,1,1,18,18,15.052631578947368,1
116.9,120.0,1,38,3,1,1,1,5,0,0.0,0
111.6,120.0,1,3,3,0,1,1,6,6,14.5,1
143.5,148.0,1,19,19,0,1,1,7,6,12.833333333333334,1
100.0,133.1,19,1,3,0,1,1,7,0,0.0,1
111.8,133.1,19,1,19,1,1,1,7,0,0.0,1
131.5,130.0,1,37,11,0,1,1,6,5,11.0,1
110.0,134.0,1,37,38,1,1,1,6,1,10.0,1
146.2,150.0,1,5,5,0,1,1,5,4,13.0,1
128.0,133.1,1,38,19,0,1,1,6,6,11.5,1
118.5,133.1,1,34,5,1,1,1,6,0,0.0,1
128.1,140.0,1,1,39,1,1,1,6,5,11.8,1
122.9,132.0,1,38,37,0,1,1,6,6,11.5,0
151.1,156.0,1,3,19,0,1,1,5,5,13.6,1
137.5,148.0,1,1,1,0,1,1,7,7,14.842857142857143,1
113.8,119.0,1,19,37,1,1,1,5,3,11.333333333333334,1
100.0,145.0,1,19,38,0,1,1,0,0,0.0,1
105.6,108.0,1,1,1,1,1,1,5,5,12.166666666666666,1
134.0,140.8,1,34,34,0,1,1,5,0,0.0,1
143.6,145.0,1,3,3,1,1,1,0,0,0.0,1
148.4,161.0,1,1,19,0,1,1,6,6,13.833333333333334,1
140.0,140.0,39,1,19,0,1,1,6,0,0.0,1
130.4,122.0,1,1,19,1,1,1,6,5,11.8,1
128.0,129.0,1,38,37,0,1,1,0,0,0.0,0
128.2,133.1,1,43,1,0,1,41,16,16,14.625,1
130.0,130.0,39,37,37,1,1,1,6,4,12.5,1
112.0,130.0,1,1,1,1,1,1,6,6,15.0,1
139.4,142.0,1,3,1,1,1,1,0,0,0.0,1
113.2,117.0,1,38,38,1,1,1,6,6,10.666666666666666,1
126.6,135.0,1,1,19,1,1,1,6,6,13.625,1
121.6,130.0,1,38,19,0,1,1,6,6,12.833333333333334,1
120.4,126.0,1,1,19,1,1,1,6,5,11.8,1
116.8,122.0,1,1,1,1,1,1,6,6,11.666666666666666,1
150.0,150.0,40,19,19,0,1,1,3,0,0.0,0
127.0,120.0,1,1,1,1,1,1,6,0,0.0,0
161.1,120.0,1,37,37,0,2,1,6,6,12.142857142857142,1
142.5,110.0,1,40,1,0,1,1,7,5,12.0,0
115.9,111.0,1,19,12,1,1,1,6,6,13.571428571428571,1
136.1,134.0,1,1,19,1,1,1,6,6,13.0,1
137.2,133.1,19,19,37,0,2,1,5,0,0.0,0
110.0,120.0,1,37,37,0,4,1,6,4,11.25,1
140.0,140.0,40,1,19,1,1,1,6,6,15.571428571428571,1
115.0,115.0,1,19,1,0,6,1,5,0,0.0,0
133.2,136.0,1,38,38,1,1,1,6,5,11.0,1
95.0,133.1,1,1,19,0,1,1,5,0,0.0,1
129.1,140.0,39,38,38,1,1,1,11,11,12.818181818181818,1
119.8,131.0,1,19,19,1,1,1,0,0,0.0,1
138.1,158.0,1,37,37,1,1,1,6,4,12.5,1
154.0,150.0,39,1,1,0,2,1,16,16,14.125,1
110.6,112.0,1,37,1,0,1,1,5,4,11.75,1
134.2,138.0,1,37,38,1,1,1,6,6,15.166666666666666,1
129.5,126.0,1,37,38,1,1,1,6,5,12.2,0
129.9,133.0,1,19,37,0,1,1,5,5,11.6,1
153.0,133.1,12,37,37,0,4,1,5,0,0.0,0
148.4,147.0,1,1,12,1,1,1,14,12,10.923076923076923,1
140.0,133.1,19,19,19,0,1,1,6,3,11.75,0
115.8,120.0,1,37,37,0,1,1,9,4,10.0,0
128.0,140.0,1,37,37,0,2,1,6,6,12.333333333333334,1
102.0,133.1,9,38,1,1,1,1,6,3,13.0,1
125.0,130.0,1,37,37,0,2,1,6,6,12.285714285714286,1
129.3,137.0,1,19,1,0,1,1,7,0,0.0,1
115.2,126.0,1,1,1,0,1,1,6,3,12.666666666666666,0
108.4,115.0,1,34,38,1,1,1,6,4,10.5,1
140.2,158.0,1,38,37,1,1,1,6,5,11.0,1
160.0,160.0,39,37,37,1,1,1,9,6,11.833333333333334,0
127.8,139.0,1,37,38,1,1,1,0,0,0.0,1
140.0,130.0,1,1,1,0,1,1,5,5,12.4,1
117.1,115.0,1,1,37,1,1,1,5,5,13.8,1
127.3,128.0,1,37,19,1,1,1,6,6,14.0,1
149.0,164.0,1,19,19,1,1,1,6,6,13.857142857142858,1
118.8,124.0,1,1,1,1,1,1,10,6,11.833333333333334,0
130.0,130.0,39,1,1,1,1,1,6,4,12.5,1
125.3,134.0,1,19,37,1,1,1,6,4,13.75,1
120.8,132.0,1,37,38,0,1,1,6,5,11.6,1
138.0,140.0,42,19,37,1,1,1,13,11,12.727272727272728,1
100.0,130.0,1,19,19,0,1,1,7,2,10.0,1
127.0,142.0,1,1,38,0,1,1,7,4,12.94,0
100.9,133.1,19,37,38,0,4,1,6,0,0.0,1
122.0,140.0,1,37,37,1,1,1,6,4,12.5,0
130.0,130.0,1,1,1,0,1,26,5,4,12.0,1
127.1,132.0,1,19,19,0,1,1,6,6,12.333333333333334,1
142.0,129.0,1,38,37,1,1,1,6,6,12.666666666666666,1
125.9,136.0,1,37,38,0,1,1,5,5,12.2,1
133.8,130.0,42,1,19,1,1,1,11,11,11.545454545454543,1
119.9,122.0,1,38,19,0,1,1,6,5,11.0,1
105.4,111.0,1,1,1,0,1,1,5,5,13.333333333333334,1
120.0,120.0,39,19,38,1,1,1,6,6,12.142857142857142,1
128.0,142.0,1,38,37,1,1,1,7,0,0.0,0
100.0,133.1,1,37,37,0,1,1,0,0,0.0,1
100.5,133.1,1,1,1,0,1,1,7,0,0.0,1
143.9,146.0,1,38,37,0,1,1,5,5,11.333333333333334,1
113.0,100.0,10,34,34,1,1,1,9,9,12.666666666666666,1
133.3,135.0,1,38,38,1,1,1,6,6,14.833333333333334,1
120.0,140.0,1,37,37,0,2,1,5,5,10.6,0
126.9,144.0,1,3,1,0,1,1,6,5,10.6,1
106.1,105.0,1,19,19,1,1,1,6,6,11.5,1
115.0,115.0,1,19,38,1,1,1,6,6,12.0,1
130.0,130.0,39,37,38,1,1,1,6,0,0.0,1
111.3,138.7,1,1,12,0,1,1,6,3,12.0,1
129.8,134.0,6,37,37,1,1,1,7,6,14.85,1
126.2,129.0,1,1,1,0,1,1,6,6,13.428571428571429,0
130.0,130.0,40,38,38,0,1,1,10,10,13.6,1
120.6,120.0,1,3,4,0,1,1,7,4,12.65,1
123.0,130.0,1,1,3,0,1,1,5,1,10.0,1
110.0,133.1,1,1,1,0,1,1,6,6,12.625,1
100.1,160.0,1,34,34,0,1,1,10,7,12.142857142857142,0
130.6,143.0,1,37,37,1,1,1,7,7,12.847142857142858,1
120.0,120.0,4,3,1,1,1,1,12,11,13.818181818181818,1
96.0,120.0,1,1,1,1,1,1,5,0,0.0,0
124.3,140.0,1,37,37,1,1,1,5,0,0.0,0
115.1,120.0,1,19,1,1,1,1,6,6,13.857142857142858,1
131.5,139.0,1,19,37,1,1,1,8,7,14.13714285714286,1
136.2,139.0,1,38,38,0,1,1,5,5,13.0,1
131.8,133.1,1,34,34,0,2,1,15,14,11.357142857142858,1
132.5,110.0,1,37,37,0,2,1,12,12,12.25,1
139.7,147.0,1,1,1,1,1,1,6,5,11.6,1
